GMT-03:00,Altura Preenchida,Altura Prevista,Battery(v),Filtro Fraco Pressure_S1,Filtro Medio Pressure_S1,Flag_Battery(v),Flag_GMT-03:00,Flag_Pressure_S1,Pressure_S1,Resíduo,Tipo_de_Filtro,Flag_origem,Altura Final,datetime_utc
2025-09-24 01:40:00,0.731,0.137,4.138524590163935,0.731,0.917,0.0,0.0,0.0,0.73,0.594,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.731,2025-09-24 01:40:00
2025-09-24 01:45:00,0.728,0.133,4.135519125683061,0.728,0.93,0.0,0.0,0.0,0.726,0.595,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.728,2025-09-24 01:45:00
2025-09-24 01:50:00,0.724,0.129,4.137021857923497,0.724,0.942,0.0,0.0,0.0,0.724,0.595,Filtro Fraco Pressure_S1,Dado medido,0.724,2025-09-24 01:50:00
2025-09-24 01:55:00,0.719,0.127,4.132513661202186,0.719,0.955,0.0,0.0,0.0,0.713,0.592,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.719,2025-09-24 01:55:00
2025-09-24 02:00:00,0.713,0.126,4.135519125683061,0.713,0.968,0.0,0.0,0.0,0.71,0.587,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.713,2025-09-24 02:00:00
2025-09-24 02:05:00,0.707,0.127,4.132513661202186,0.707,0.982,0.0,0.0,0.0,0.706,0.58,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.706,2025-09-24 02:05:00
2025-09-24 02:10:00,0.7,0.129,4.135519125683061,0.7,0.995,0.0,0.0,0.0,0.698,0.571,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.7,2025-09-24 02:10:00
2025-09-24 02:15:00,0.695,0.133,4.135519125683061,0.695,1.009,0.0,0.0,0.0,0.7,0.5619999999999999,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.694,2025-09-24 02:15:00
2025-09-24 02:20:00,0.69,0.139,4.134016393442623,0.69,1.022,0.0,0.0,0.0,0.7,0.5509999999999999,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.689,2025-09-24 02:20:00
2025-09-24 02:25:00,0.686,0.147,4.135519125683061,0.686,1.036,0.0,0.0,0.0,0.691,0.539,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.686,2025-09-24 02:25:00
2025-09-24 02:30:00,0.684,0.157,4.135519125683061,0.684,1.05,0.0,0.0,0.0,0.684,0.527,Filtro Fraco Pressure_S1,Dado medido,0.684,2025-09-24 02:30:00
2025-09-24 02:35:00,0.684,0.168,4.134016393442623,0.684,1.064,0.0,0.0,0.0,0.684,0.516,Filtro Fraco Pressure_S1,Dado medido,0.685,2025-09-24 02:35:00
2025-09-24 02:40:00,0.687,0.182,4.132513661202186,0.687,1.078,0.0,0.0,0.0,0.682,0.5050000000000001,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.688,2025-09-24 02:40:00
2025-09-24 02:45:00,0.693,0.198,4.132513661202186,0.693,1.092,0.0,0.0,0.0,0.685,0.49499999999999994,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.694,2025-09-24 02:45:00
2025-09-24 02:50:00,0.701,0.216,4.134016393442623,0.701,1.107,0.0,0.0,0.0,0.696,0.485,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.702,2025-09-24 02:50:00
2025-09-24 02:55:00,0.713,0.237,4.132513661202186,0.713,1.121,0.0,0.0,0.0,0.711,0.476,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.714,2025-09-24 02:55:00
2025-09-24 03:00:00,0.728,0.26,4.131010928961749,0.728,1.135,0.0,0.0,0.0,0.725,0.46799999999999997,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.728,2025-09-24 03:00:00
2025-09-24 03:05:00,0.745,0.284,4.132513661202186,0.745,1.149,0.0,0.0,0.0,0.749,0.461,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.745,2025-09-24 03:05:00
2025-09-24 03:10:00,0.765,0.311,4.131010928961749,0.765,1.164,0.0,0.0,0.0,0.767,0.454,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.764,2025-09-24 03:10:00
2025-09-24 03:15:00,0.786,0.341,4.131010928961749,0.786,1.178,0.0,0.0,0.0,0.789,0.445,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.785,2025-09-24 03:15:00
2025-09-24 03:20:00,0.81,0.372,4.131010928961749,0.81,1.192,0.0,0.0,0.0,0.813,0.43800000000000006,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.808,2025-09-24 03:20:00
2025-09-24 03:25:00,0.835,0.406,4.131010928961749,0.835,1.206,0.0,0.0,0.0,0.839,0.42899999999999994,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.834,2025-09-24 03:25:00
2025-09-24 03:30:00,0.861,0.441,4.128005464480875,0.861,1.22,0.0,0.0,0.0,0.866,0.42,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.86,2025-09-24 03:30:00
2025-09-24 03:35:00,0.889,0.478,4.129508196721312,0.889,1.234,0.0,0.0,0.0,0.89,0.41100000000000003,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.889,2025-09-24 03:35:00
2025-09-24 03:40:00,0.918,0.518,4.128005464480875,0.918,1.248,0.0,0.0,0.0,0.919,0.4,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.919,2025-09-24 03:40:00
2025-09-24 03:45:00,0.949,0.558,4.129508196721312,0.949,1.261,0.0,0.0,0.0,0.942,0.3909999999999999,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.95,2025-09-24 03:45:00
2025-09-24 03:50:00,0.982,0.601,4.128005464480875,0.982,1.274,0.0,0.0,0.0,0.976,0.381,Filtro Fraco Pressure_S1,Dado previsto/redundância,0.983,2025-09-24 03:50:00
2025-09-24 03:55:00,1.016,0.645,4.128005464480875,1.016,1.288,0.0,0.0,0.0,1.014,0.371,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.017,2025-09-24 03:55:00
2025-09-24 04:00:00,1.051,0.69,4.1265027322404375,1.051,1.3,0.0,0.0,0.0,1.046,0.361,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.052,2025-09-24 04:00:00
2025-09-24 04:05:00,1.088,0.736,4.128005464480875,1.088,1.313,0.0,0.0,0.0,1.085,0.3520000000000001,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.089,2025-09-24 04:05:00
2025-09-24 04:10:00,1.126,0.784,4.125,1.126,1.326,0.0,0.0,0.0,1.127,0.34199999999999986,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.126,2025-09-24 04:10:00
2025-09-24 04:15:00,1.166,0.832,4.1265027322404375,1.166,1.338,0.0,0.0,0.0,1.169,0.33399999999999996,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.165,2025-09-24 04:15:00
2025-09-24 04:20:00,1.206,0.881,4.1265027322404375,1.206,1.35,0.0,0.0,0.0,1.207,0.32499999999999996,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.205,2025-09-24 04:20:00
2025-09-24 04:25:00,1.246,0.93,4.125,1.246,1.361,0.0,0.0,0.0,1.262,0.31599999999999995,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.245,2025-09-24 04:25:00
2025-09-24 04:30:00,1.287,0.979,4.125,1.287,1.372,0.0,0.0,0.0,1.288,0.30799999999999994,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.286,2025-09-24 04:30:00
2025-09-24 04:35:00,1.329,1.028,4.125,1.329,1.383,0.0,0.0,0.0,1.329,0.30099999999999993,Filtro Fraco Pressure_S1,Dado medido,1.328,2025-09-24 04:35:00
2025-09-24 04:40:00,1.371,1.077,4.121994535519126,1.371,1.394,0.0,0.0,0.0,1.367,0.29400000000000004,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.371,2025-09-24 04:40:00
2025-09-24 04:45:00,1.413,1.126,4.123497267759563,1.413,1.404,0.0,0.0,0.0,1.409,0.28700000000000014,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.413,2025-09-24 04:45:00
2025-09-24 04:50:00,1.456,1.173,4.121994535519126,1.456,1.414,0.0,0.0,0.0,1.451,0.2829999999999999,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.456,2025-09-24 04:50:00
2025-09-24 04:55:00,1.499,1.22,4.123497267759563,1.499,1.423,0.0,0.0,0.0,1.498,0.27900000000000014,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.5,2025-09-24 04:55:00
2025-09-24 05:00:00,1.542,1.266,4.120491803278689,1.542,1.432,0.0,0.0,0.0,1.539,0.276,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.543,2025-09-24 05:00:00
2025-09-24 05:05:00,1.585,1.311,4.120491803278689,1.585,1.441,0.0,0.0,0.0,1.586,0.274,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.586,2025-09-24 05:05:00
2025-09-24 05:10:00,1.628,1.354,4.120491803278689,1.628,1.449,0.0,0.0,0.0,1.628,0.2739999999999998,Filtro Fraco Pressure_S1,Dado medido,1.629,2025-09-24 05:10:00
2025-09-24 05:15:00,1.671,1.395,4.118989071038252,1.671,1.456,0.0,0.0,0.0,1.673,0.276,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.671,2025-09-24 05:15:00
2025-09-24 05:20:00,1.713,1.434,4.118989071038252,1.713,1.463,0.0,0.0,0.0,1.714,0.27900000000000014,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.713,2025-09-24 05:20:00
2025-09-24 05:25:00,1.754,1.471,4.118989071038252,1.754,1.47,0.0,0.0,0.0,1.75,0.2829999999999999,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.753,2025-09-24 05:25:00
2025-09-24 05:30:00,1.793,1.506,4.118989071038252,1.793,1.476,0.0,0.0,0.0,1.798,0.2869999999999999,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.793,2025-09-24 05:30:00
2025-09-24 05:35:00,1.831,1.538,4.117486338797814,1.831,1.482,0.0,0.0,0.0,1.836,0.2929999999999999,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.83,2025-09-24 05:35:00
2025-09-24 05:40:00,1.867,1.568,4.115983606557378,1.867,1.487,0.0,0.0,0.0,1.865,0.29899999999999993,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.867,2025-09-24 05:40:00
2025-09-24 05:45:00,1.902,1.594,4.118989071038252,1.902,1.491,0.0,0.0,0.0,1.898,0.30799999999999983,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.901,2025-09-24 05:45:00
2025-09-24 05:50:00,1.934,1.618,4.115983606557378,1.934,1.495,0.0,0.0,0.0,1.932,0.31599999999999984,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.933,2025-09-24 05:50:00
2025-09-24 05:55:00,1.963,1.639,4.115983606557378,1.963,1.499,0.0,0.0,0.0,1.965,0.32400000000000007,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.963,2025-09-24 05:55:00
2025-09-24 06:00:00,1.991,1.657,4.112978142076503,1.991,1.502,0.0,0.0,0.0,1.993,0.3340000000000001,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.991,2025-09-24 06:00:00
2025-09-24 06:05:00,2.016,1.671,4.11448087431694,2.016,1.504,0.0,0.0,0.0,2.019,0.345,Filtro Fraco Pressure_S1,Dado previsto/redundância,2.016,2025-09-24 06:05:00
2025-09-24 06:10:00,2.038,1.682,4.112978142076503,2.038,1.506,0.0,0.0,0.0,2.039,0.35599999999999987,Filtro Fraco Pressure_S1,Dado previsto/redundância,2.039,2025-09-24 06:10:00
2025-09-24 06:15:00,2.058,1.69,4.11448087431694,2.058,1.507,0.0,0.0,0.0,2.057,0.3679999999999999,Filtro Fraco Pressure_S1,Dado previsto/redundância,2.059,2025-09-24 06:15:00
2025-09-24 06:20:00,2.075,1.694,4.112978142076503,2.075,1.508,0.0,0.0,0.0,2.066,0.3810000000000002,Filtro Fraco Pressure_S1,Dado previsto/redundância,2.076,2025-09-24 06:20:00
2025-09-24 06:25:00,2.089,1.695,4.11448087431694,2.089,1.508,0.0,0.0,0.0,2.084,0.3939999999999999,Filtro Fraco Pressure_S1,Dado previsto/redundância,2.089,2025-09-24 06:25:00
2025-09-24 06:30:00,2.099,1.693,4.111475409836066,2.099,1.507,0.0,0.0,0.0,2.104,0.40600000000000014,Filtro Fraco Pressure_S1,Dado previsto/redundância,2.1,2025-09-24 06:30:00
2025-09-24 06:35:00,2.106,1.687,4.112978142076503,2.106,1.506,0.0,0.0,0.0,2.107,0.4189999999999998,Filtro Fraco Pressure_S1,Dado previsto/redundância,2.106,2025-09-24 06:35:00
2025-09-24 06:40:00,2.11,1.678,4.111475409836066,2.11,1.504,0.0,0.0,0.0,2.109,0.43199999999999994,Filtro Fraco Pressure_S1,Dado previsto/redundância,2.109,2025-09-24 06:40:00
2025-09-24 06:45:00,2.109,1.666,4.1099726775956285,2.109,1.502,0.0,0.0,0.0,2.109,0.44300000000000006,Filtro Fraco Pressure_S1,Dado medido,2.108,2025-09-24 06:45:00
2025-09-24 06:50:00,2.104,1.65,4.1099726775956285,2.104,1.499,0.0,0.0,0.0,2.104,0.4540000000000002,Filtro Fraco Pressure_S1,Dado medido,2.103,2025-09-24 06:50:00
2025-09-24 06:55:00,2.096,1.632,4.111475409836066,2.096,1.496,0.0,0.0,0.0,2.099,0.4640000000000002,Filtro Fraco Pressure_S1,Dado previsto/redundância,2.095,2025-09-24 06:55:00
2025-09-24 07:00:00,2.083,1.61,4.1099726775956285,2.083,1.492,0.0,0.0,0.0,2.089,0.4730000000000001,Filtro Fraco Pressure_S1,Dado previsto/redundância,2.082,2025-09-24 07:00:00
2025-09-24 07:05:00,2.067,1.586,4.108469945355192,2.067,1.487,0.0,0.0,0.0,2.067,0.4810000000000001,Filtro Fraco Pressure_S1,Dado medido,2.066,2025-09-24 07:05:00
2025-09-24 07:10:00,2.047,1.559,4.108469945355192,2.047,1.482,0.0,0.0,0.0,2.052,0.4880000000000002,Filtro Fraco Pressure_S1,Dado previsto/redundância,2.047,2025-09-24 07:10:00
2025-09-24 07:15:00,2.025,1.529,4.1099726775956285,2.025,1.477,0.0,0.0,0.0,2.022,0.496,Filtro Fraco Pressure_S1,Dado previsto/redundância,2.025,2025-09-24 07:15:00
2025-09-24 07:20:00,1.999,1.497,4.108469945355192,1.999,1.471,0.0,0.0,0.0,1.996,0.502,Filtro Fraco Pressure_S1,Dado previsto/redundância,2.0,2025-09-24 07:20:00
2025-09-24 07:25:00,1.972,1.463,4.106967213114754,1.972,1.464,0.0,0.0,0.0,1.968,0.5089999999999999,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.972,2025-09-24 07:25:00
2025-09-24 07:30:00,1.942,1.427,4.108469945355192,1.942,1.457,0.0,0.0,0.0,1.938,0.5149999999999999,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.943,2025-09-24 07:30:00
2025-09-24 07:35:00,1.911,1.389,4.1099726775956285,1.911,1.449,0.0,0.0,0.0,1.911,0.522,Filtro Fraco Pressure_S1,Dado medido,1.912,2025-09-24 07:35:00
2025-09-24 07:40:00,1.879,1.349,4.106967213114754,1.879,1.441,0.0,0.0,0.0,1.883,0.53,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.88,2025-09-24 07:40:00
2025-09-24 07:45:00,1.845,1.308,4.108469945355192,1.845,1.432,0.0,0.0,0.0,1.847,0.5369999999999999,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.846,2025-09-24 07:45:00
2025-09-24 07:50:00,1.811,1.266,4.106967213114754,1.811,1.423,0.0,0.0,0.0,1.81,0.5449999999999999,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.811,2025-09-24 07:50:00
2025-09-24 07:55:00,1.775,1.223,4.106967213114754,1.775,1.413,0.0,0.0,0.0,1.773,0.5519999999999998,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.775,2025-09-24 07:55:00
2025-09-24 08:00:00,1.739,1.179,4.105464480874317,1.739,1.403,0.0,0.0,0.0,1.738,0.56,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.739,2025-09-24 08:00:00
2025-09-24 08:05:00,1.701,1.134,4.106967213114754,1.701,1.393,0.0,0.0,0.0,1.701,0.5670000000000002,Filtro Fraco Pressure_S1,Dado medido,1.7,2025-09-24 08:05:00
2025-09-24 08:10:00,1.661,1.09,4.105464480874317,1.661,1.382,0.0,0.0,0.0,1.662,0.571,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.661,2025-09-24 08:10:00
2025-09-24 08:15:00,1.621,1.045,4.105464480874317,1.621,1.371,0.0,0.0,0.0,1.624,0.5760000000000001,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.62,2025-09-24 08:15:00
2025-09-24 08:20:00,1.579,1.0,4.105464480874317,1.579,1.359,0.0,0.0,0.0,1.58,0.579,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.578,2025-09-24 08:20:00
2025-09-24 08:25:00,1.536,0.955,4.106967213114754,1.536,1.347,0.0,0.0,0.0,1.533,0.5810000000000001,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.535,2025-09-24 08:25:00
2025-09-24 08:30:00,1.492,0.911,4.10396174863388,1.492,1.335,0.0,0.0,0.0,1.492,0.581,Filtro Fraco Pressure_S1,Dado medido,1.491,2025-09-24 08:30:00
2025-09-24 08:35:00,1.446,0.868,4.10396174863388,1.446,1.322,0.0,0.0,0.0,1.447,0.578,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.446,2025-09-24 08:35:00
2025-09-24 08:40:00,1.4,0.825,4.102459016393443,1.4,1.309,0.0,0.0,0.0,1.399,0.575,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.4,2025-09-24 08:40:00
2025-09-24 08:45:00,1.354,0.784,4.105464480874317,1.354,1.296,0.0,0.0,0.0,1.356,0.5700000000000001,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.353,2025-09-24 08:45:00
2025-09-24 08:50:00,1.307,0.743,4.102459016393443,1.307,1.282,0.0,0.0,0.0,1.311,0.564,Filtro Fraco Pressure_S1,Dado previsto/redundância,1.307,2025-09-24 08:50:00
2025-09-24 08:55:00,1.26,0.704,4.100956284153006,1.26,1.268,0.0,0.0,0.0,1.26,0.556,Filtro Fraco Pressure_S1,Dado medido,1.26,2025-09-24 08:55:00
